D1y,Hour,Minute,v1r1(t-4),v1r2(t-4),v1r3(t-4),v1r4(t-4),v1r5(t-4),v1r1(t-3),v1r2(t-3),v1r3(t-3),v1r4(t-3),v1r5(t-3),v1r1(t-2),v1r2(t-2),v1r3(t-2),v1r4(t-2),v1r5(t-2),v1r1(t-1),v1r2(t-1),v1r3(t-1),v1r4(t-1),v1r5(t-1),v1r1(t),v1r2(t),v1r3(t),v1r4(t),v1r5(t),target
6,8,15,74,71,60,72,74,67,67,60,70,71,70,69,63,70,71,73,70,64,68,67,71,69,58,66,66,1
6,8,30,67,67,60,70,71,70,69,63,70,71,73,70,64,68,67,71,69,58,66,66,70,70,56,66,67,2
6,8,45,70,69,63,70,71,73,70,64,68,67,71,69,58,66,66,70,70,56,66,67,71,71,63,66,69,2
6,9,0,73,70,64,68,67,71,69,58,66,66,70,70,56,66,67,71,71,63,66,69,69,67,57,64,63,2
6,9,15,71,69,58,66,66,70,70,56,66,67,71,71,63,66,69,69,67,57,64,63,69,68,52,66,61,1
6,9,30,70,70,56,66,67,71,71,63,66,69,69,67,57,64,63,69,68,52,66,61,69,69,62,66,64,1
6,9,45,71,71,63,66,69,69,67,57,64,63,69,68,52,66,61,69,69,62,66,64,69,69,58,66,65,1
6,10,0,69,67,57,64,63,69,68,52,66,61,69,69,62,66,64,69,69,58,66,65,69,67,57,68,65,2
6,10,15,69,68,52,66,61,69,69,62,66,64,69,69,58,66,65,69,67,57,68,65,72,67,57,67,66,2
6,10,30,69,69,62,66,64,69,69,58,66,65,69,67,57,68,65,72,67,57,67,66,73,66,55,65,63,2
6,10,45,69,69,58,66,65,69,67,57,68,65,72,67,57,67,66,73,66,55,65,63,72,65,56,66,63,2
6,11,0,69,67,57,68,65,72,67,57,67,66,73,66,55,65,63,72,65,56,66,63,70,65,55,63,60,2
6,11,15,72,67,57,67,66,73,66,55,65,63,72,65,56,66,63,70,65,55,63,60,70,63,56,63,64,2
6,11,30,73,66,55,65,63,72,65,56,66,63,70,65,55,63,60,70,63,56,63,64,70,64,56,63,64,2
6,11,45,72,65,56,66,63,70,65,55,63,60,70,63,56,63,64,70,64,56,63,64,69,64,56,63,59,2
6,12,0,70,65,55,63,60,70,63,56,63,64,70,64,56,63,64,69,64,56,63,59,70,64,56,64,63,2
6,12,15,70,63,56,63,64,70,64,56,63,64,69,64,56,63,59,70,64,56,64,63,69,63,54,63,61,2
6,12,30,70,64,56,63,64,69,64,56,63,59,70,64,56,64,63,69,63,54,63,61,69,62,54,62,62,2
6,12,45,69,64,56,63,59,70,64,56,64,63,69,63,54,63,61,69,62,54,62,62,67,62,53,63,62,2
6,13,0,70,64,56,64,63,69,63,54,63,61,69,62,54,62,62,67,62,53,63,62,67,63,54,63,61,2
6,13,15,69,63,54,63,61,69,62,54,62,62,67,62,53,63,62,67,63,54,63,61,66,61,53,62,60,2
6,13,30,69,62,54,62,62,67,62,53,63,62,67,63,54,63,61,66,61,53,62,60,68,63,53,63,63,2
6,13,45,67,62,53,63,62,67,63,54,63,61,66,61,53,62,60,68,63,53,63,63,67,62,54,63,62,2
6,14,0,67,63,54,63,61,66,61,53,62,60,68,63,53,63,63,67,62,54,63,62,67,63,56,63,61,2
6,14,15,66,61,53,62,60,68,63,53,63,63,67,62,54,63,62,67,63,56,63,61,65,62,55,63,62,2
6,14,30,68,63,53,63,63,67,62,54,63,62,67,63,56,63,61,65,62,55,63,62,66,62,55,64,63,2
6,14,45,67,62,54,63,62,67,63,56,63,61,65,62,55,63,62,66,62,55,64,63,67,62,56,61,61,2
6,15,0,67,63,56,63,61,65,62,55,63,62,66,62,55,64,63,67,62,56,61,61,68,64,57,64,63,2
6,15,15,65,62,55,63,62,66,62,55,64,63,67,62,56,61,61,68,64,57,64,63,68,64,54,63,61,2
6,15,30,66,62,55,64,63,67,62,56,61,61,68,64,57,64,63,68,64,54,63,61,68,67,59,64,63,1
6,15,45,67,62,56,61,61,68,64,57,64,63,68,64,54,63,61,68,67,59,64,63,68,68,59,64,64,1
6,16,0,68,64,57,64,63,68,64,54,63,61,68,67,59,64,63,68,68,59,64,64,70,69,59,66,65,2
6,16,15,68,64,54,63,61,68,67,59,64,63,68,68,59,64,64,70,69,59,66,65,69,70,56,65,65,2
6,16,30,68,67,59,64,63,68,68,59,64,64,70,69,59,66,65,69,70,56,65,65,68,68,55,66,64,2
6,16,45,68,68,59,64,64,70,69,59,66,65,69,70,56,65,65,68,68,55,66,64,68,68,57,64,63,2
6,17,0,70,69,59,66,65,69,70,56,65,65,68,68,55,66,64,68,68,57,64,63,70,69,56,65,64,1
6,17,15,69,70,56,65,65,68,68,55,66,64,68,68,57,64,63,70,69,56,65,64,66,66,58,63,62,2
6,17,30,68,68,55,66,64,68,68,57,64,63,70,69,56,65,64,66,66,58,63,62,68,66,59,66,65,2
6,17,45,68,68,57,64,63,70,69,56,65,64,66,66,58,63,62,68,66,59,66,65,67,64,58,65,64,2
6,18,0,70,69,56,65,64,66,66,58,63,62,68,66,59,66,65,67,64,58,65,64,67,65,56,63,64,2
6,18,15,66,66,58,63,62,68,66,59,66,65,67,64,58,65,64,67,65,56,63,64,69,65,56,62,61,2
6,18,30,68,66,59,66,65,67,64,58,65,64,67,65,56,63,64,69,65,56,62,61,68,66,55,64,63,2
6,18,45,67,64,58,65,64,67,65,56,63,64,69,65,56,62,61,68,66,55,64,63,67,65,53,61,62,2
6,19,0,67,65,56,63,64,69,65,56,62,61,68,66,55,64,63,67,65,53,61,62,68,65,56,63,62,2
6,19,15,69,65,56,62,61,68,66,55,64,63,67,65,53,61,62,68,65,56,63,62,66,64,55,66,64,2
6,19,30,68,66,55,64,63,67,65,53,61,62,68,65,56,63,62,66,64,55,66,64,66,65,57,64,63,2
6,19,45,67,65,53,61,62,68,65,56,63,62,66,64,55,66,64,66,65,57,64,63,65,63,58,62,60,2
6,20,0,68,65,56,63,62,66,64,55,66,64,66,65,57,64,63,65,63,58,62,60,64,62,55,63,63,2
6,20,15,66,64,55,66,64,66,65,57,64,63,65,63,58,62,60,64,62,55,63,63,65,61,54,62,61,2
6,20,30,66,65,57,64,63,65,63,58,62,60,64,62,55,63,63,65,61,54,62,61,67,64,55,64,63,2
6,20,45,65,63,58,62,60,64,62,55,63,63,65,61,54,62,61,67,64,55,64,63,65,61,58,61,60,1
6,21,0,64,62,55,63,63,65,61,54,62,61,67,64,55,64,63,65,61,58,61,60,66,61,57,60,59,1
6,21,15,65,61,54,62,61,67,64,55,64,63,65,61,58,61,60,66,61,57,60,59,67,65,54,64,67,2
6,21,30,67,64,55,64,63,65,61,58,61,60,66,61,57,60,59,67,65,54,64,67,68,67,59,65,65,1
6,21,45,65,61,58,61,60,66,61,57,60,59,67,65,54,64,67,68,67,59,65,65,68,67,57,63,62,1
6,22,0,66,61,57,60,59,67,65,54,64,67,68,67,59,65,65,68,67,57,63,62,67,65,55,65,65,1
6,22,15,67,65,54,64,67,68,67,59,65,65,68,67,57,63,62,67,65,55,65,65,69,70,60,67,66,2
6,22,30,68,67,59,65,65,68,67,57,63,62,67,65,55,65,65,69,70,60,67,66,70,70,61,66,66,1
6,22,45,68,67,57,63,62,67,65,55,65,65,69,70,60,67,66,70,70,61,66,66,69,68,64,65,64,1
6,23,0,67,65,55,65,65,69,70,60,67,66,70,70,61,66,66,69,68,64,65,64,69,70,62,65,65,1
6,23,15,69,70,60,67,66,70,70,61,66,66,69,68,64,65,64,69,70,62,65,65,71,70,60,65,65,1
6,23,30,70,70,61,66,66,69,68,64,65,64,69,70,62,65,65,71,70,60,65,65,69,68,60,69,65,1
6,23,45,69,68,64,65,64,69,70,62,65,65,71,70,60,65,65,69,68,60,69,65,70,67,55,68,67,1
0,0,0,69,70,62,65,65,71,70,60,65,65,69,68,60,69,65,70,67,55,68,67,70,69,61,70,69,2
0,0,15,71,70,60,65,65,69,68,60,69,65,70,67,55,68,67,70,69,61,70,69,61,63,58,67,65,2
0,0,30,69,68,60,69,65,70,67,55,68,67,70,69,61,70,69,61,63,58,67,65,65,66,58,62,57,2
0,0,45,70,67,55,68,67,70,69,61,70,69,61,63,58,67,65,65,66,58,62,57,64,64,52,64,56,2
0,1,0,70,69,61,70,69,61,63,58,67,65,65,66,58,62,57,64,64,52,64,56,63,62,55,66,63,2
0,1,15,61,63,58,67,65,65,66,58,62,57,64,64,52,64,56,63,62,55,66,63,65,67,54,61,59,1
0,1,30,65,66,58,62,57,64,64,52,64,56,63,62,55,66,63,65,67,54,61,59,62,61,56,59,54,1
0,1,45,64,64,52,64,56,63,62,55,66,63,65,67,54,61,59,62,61,56,59,54,64,68,61,62,70,2
0,2,0,63,62,55,66,63,65,67,54,61,59,62,61,56,59,54,64,68,61,62,70,64,65,42,65,67,2
0,2,15,65,67,54,61,59,62,61,56,59,54,64,68,61,62,70,64,65,42,65,67,59,64,63,63,62,2
0,2,30,62,61,56,59,54,64,68,61,62,70,64,65,42,65,67,59,64,63,63,62,68,65,26,65,57,3
0,2,45,64,68,61,62,70,64,65,42,65,67,59,64,63,63,62,68,65,26,65,57,71,68,13,66,59,3
0,3,0,64,65,42,65,67,59,64,63,63,62,68,65,26,65,57,71,68,13,66,59,35,63,31,27,23,3
0,3,15,59,64,63,63,62,68,65,26,65,57,71,68,13,66,59,35,63,31,27,23,47,51,10,51,12,3
0,3,30,68,65,26,65,57,71,68,13,66,59,35,63,31,27,23,47,51,10,51,12,63,60,12,68,9,2
0,3,45,71,68,13,66,59,35,63,31,27,23,47,51,10,51,12,63,60,12,68,9,60,54,50,60,22,3
0,4,0,35,63,31,27,23,47,51,10,51,12,63,60,12,68,9,60,54,50,60,22,53,64,41,66,52,3
0,4,15,47,51,10,51,12,63,60,12,68,9,60,54,50,60,22,53,64,41,66,52,32,54,10,62,40,3
0,4,30,63,60,12,68,9,60,54,50,60,22,53,64,41,66,52,32,54,10,62,40,60,63,55,63,37,2
0,4,45,60,54,50,60,22,53,64,41,66,52,32,54,10,62,40,60,63,55,63,37,62,65,61,43,44,2
0,5,0,53,64,41,66,52,32,54,10,62,40,60,63,55,63,37,62,65,61,43,44,64,68,24,57,61,2
0,5,15,32,54,10,62,40,60,63,55,63,37,62,65,61,43,44,64,68,24,57,61,61,61,17,63,61,2
0,5,30,60,63,55,63,37,62,65,61,43,44,64,68,24,57,61,61,61,17,63,61,60,64,46,64,59,1
0,5,45,62,65,61,43,44,64,68,24,57,61,61,61,17,63,61,60,64,46,64,59,65,69,51,64,54,1
0,6,0,64,68,24,57,61,61,61,17,63,61,60,64,46,64,59,65,69,51,64,54,68,68,60,65,66,1
0,6,15,61,61,17,63,61,60,64,46,64,59,65,69,51,64,54,68,68,60,65,66,74,70,63,68,67,1
0,6,30,60,64,46,64,59,65,69,51,64,54,68,68,60,65,66,74,70,63,68,67,71,67,62,67,65,2
0,6,45,65,69,51,64,54,68,68,60,65,66,74,70,63,68,67,71,67,62,67,65,69,66,69,68,66,2
0,7,0,68,68,60,65,66,74,70,63,68,67,71,67,62,67,65,69,66,69,68,66,69,66,62,65,61,3
0,7,15,74,70,63,68,67,71,67,62,67,65,69,66,69,68,66,69,66,62,65,61,64,57,59,54,51,3
0,7,30,71,67,62,67,65,69,66,69,68,66,69,66,62,65,61,64,57,59,54,51,36,32,54,33,35,3
0,7,45,69,66,69,68,66,69,66,62,65,61,64,57,59,54,51,36,32,54,33,35,30,31,59,28,22,3
0,8,0,69,66,62,65,61,64,57,59,54,51,36,32,54,33,35,30,31,59,28,22,23,24,61,24,22,3
0,8,15,64,57,59,54,51,36,32,54,33,35,30,31,59,28,22,23,24,61,24,22,25,29,57,24,26,3
0,8,30,36,32,54,33,35,30,31,59,28,22,23,24,61,24,22,25,29,57,24,26,25,24,53,24,19,3
0,8,45,30,31,59,28,22,23,24,61,24,22,25,29,57,24,26,25,24,53,24,19,24,25,52,25,19,3
0,9,0,23,24,61,24,22,25,29,57,24,26,25,24,53,24,19,24,25,52,25,19,22,26,55,27,23,3
0,9,15,25,29,57,24,26,25,24,53,24,19,24,25,52,25,19,22,26,55,27,23,22,24,52,30,20,3
0,9,30,25,24,53,24,19,24,25,52,25,19,22,26,55,27,23,22,24,52,30,20,35,28,51,25,30,3
0,9,45,24,25,52,25,19,22,26,55,27,23,22,24,52,30,20,35,28,51,25,30,30,31,51,23,25,3
0,10,0,22,26,55,27,23,22,24,52,30,20,35,28,51,25,30,30,31,51,23,25,41,31,53,28,28,2
0,10,15,22,24,52,30,20,35,28,51,25,30,30,31,51,23,25,41,31,53,28,28,54,41,53,42,38,2
0,10,30,35,28,51,25,30,30,31,51,23,25,41,31,53,28,28,54,41,53,42,38,65,62,55,62,60,2
0,10,45,30,31,51,23,25,41,31,53,28,28,54,41,53,42,38,65,62,55,62,60,65,63,55,62,61,2
0,11,0,41,31,53,28,28,54,41,53,42,38,65,62,55,62,60,65,63,55,62,61,67,64,57,64,64,2
0,11,15,54,41,53,42,38,65,62,55,62,60,65,63,55,62,61,67,64,57,64,64,67,64,58,64,62,2
0,11,30,65,62,55,62,60,65,63,55,62,61,67,64,57,64,64,67,64,58,64,62,66,65,58,64,60,2
0,11,45,65,63,55,62,61,67,64,57,64,64,67,64,58,64,62,66,65,58,64,60,67,63,56,62,59,2
0,12,0,67,64,57,64,64,67,64,58,64,62,66,65,58,64,60,67,63,56,62,59,66,63,56,62,60,2
0,12,15,67,64,58,64,62,66,65,58,64,60,67,63,56,62,59,66,63,56,62,60,66,63,60,62,61,2
0,12,30,66,65,58,64,60,67,63,56,62,59,66,63,56,62,60,66,63,60,62,61,67,64,61,62,62,2
0,12,45,67,63,56,62,59,66,63,56,62,60,66,63,60,62,61,67,64,61,62,62,68,63,56,62,62,2
0,13,0,66,63,56,62,60,66,63,60,62,61,67,64,61,62,62,68,63,56,62,62,66,63,56,60,60,2
0,13,15,66,63,60,62,61,67,64,61,62,62,68,63,56,62,62,66,63,56,60,60,67,63,53,62,63,1
0,13,30,67,64,61,62,62,68,63,56,62,62,66,63,56,60,60,67,63,53,62,63,68,63,56,61,62,2
0,13,45,68,63,56,62,62,66,63,56,60,60,67,63,53,62,63,68,63,56,61,62,67,65,60,62,65,2
0,14,0,66,63,56,60,60,67,63,53,62,63,68,63,56,61,62,67,65,60,62,65,68,65,58,64,63,2
0,14,15,67,63,53,62,63,68,63,56,61,62,67,65,60,62,65,68,65,58,64,63,66,62,53,63,61,2
0,14,30,68,63,56,61,62,67,65,60,62,65,68,65,58,64,63,66,62,53,63,61,69,64,58,63,62,2
0,14,45,67,65,60,62,65,68,65,58,64,63,66,62,53,63,61,69,64,58,63,62,68,64,55,63,61,2
0,15,0,68,65,58,64,63,66,62,53,63,61,69,64,58,63,62,68,64,55,63,61,67,66,60,63,61,2
0,15,15,66,62,53,63,61,69,64,58,63,62,68,64,55,63,61,67,66,60,63,61,67,66,60,63,63,2
0,15,30,69,64,58,63,62,68,64,55,63,61,67,66,60,63,61,67,66,60,63,63,68,65,59,63,61,2
0,15,45,68,64,55,63,61,67,66,60,63,61,67,66,60,63,63,68,65,59,63,61,67,69,56,61,59,2
0,16,0,67,66,60,63,61,67,66,60,63,63,68,65,59,63,61,67,69,56,61,59,68,66,56,61,59,2
0,16,15,67,66,60,63,63,68,65,59,63,61,67,69,56,61,59,68,66,56,61,59,70,65,58,63,61,2
0,16,30,68,65,59,63,61,67,69,56,61,59,68,66,56,61,59,70,65,58,63,61,69,65,53,63,62,2
0,16,45,67,69,56,61,59,68,66,56,61,59,70,65,58,63,61,69,65,53,63,62,66,65,56,62,60,2
0,17,0,68,66,56,61,59,70,65,58,63,61,69,65,53,63,62,66,65,56,62,60,64,64,57,61,60,2
0,17,15,70,65,58,63,61,69,65,53,63,62,66,65,56,62,60,64,64,57,61,60,64,65,54,62,61,2
0,17,30,69,65,53,63,62,66,65,56,62,60,64,64,57,61,60,64,65,54,62,61,67,67,58,64,64,2
0,17,45,66,65,56,62,60,64,64,57,61,60,64,65,54,62,61,67,67,58,64,64,66,63,60,63,63,2
0,18,0,64,64,57,61,60,64,65,54,62,61,67,67,58,64,64,66,63,60,63,63,66,63,58,60,61,2
0,18,15,64,65,54,62,61,67,67,58,64,64,66,63,60,63,63,66,63,58,60,61,66,63,53,60,62,2
0,18,30,67,67,58,64,64,66,63,60,63,63,66,63,58,60,61,66,63,53,60,62,67,63,56,59,61,2
0,18,45,66,63,60,63,63,66,63,58,60,61,66,63,53,60,62,67,63,56,59,61,64,61,60,56,60,2
0,19,0,66,63,58,60,61,66,63,53,60,62,67,63,56,59,61,64,61,60,56,60,65,63,58,57,62,2
0,19,15,66,63,53,60,62,67,63,56,59,61,64,61,60,56,60,65,63,58,57,62,66,64,57,58,61,2
0,19,30,67,63,56,59,61,64,61,60,56,60,65,63,58,57,62,66,64,57,58,61,66,64,59,59,62,2
0,19,45,64,61,60,56,60,65,63,58,57,62,66,64,57,58,61,66,64,59,59,62,66,63,58,59,61,2
0,20,0,65,63,58,57,62,66,64,57,58,61,66,64,59,59,62,66,63,58,59,61,66,64,62,60,62,2
0,20,15,66,64,57,58,61,66,64,59,59,62,66,63,58,59,61,66,64,62,60,62,65,62,60,62,62,2
0,20,30,66,64,59,59,62,66,63,58,59,61,66,64,62,60,62,65,62,60,62,62,68,64,56,64,63,2
0,20,45,66,63,58,59,61,66,64,62,60,62,65,62,60,62,62,68,64,56,64,63,69,64,56,63,64,1
0,21,0,66,64,62,60,62,65,62,60,62,62,68,64,56,64,63,69,64,56,63,64,70,66,60,65,64,2
0,21,15,65,62,60,62,62,68,64,56,64,63,69,64,56,63,64,70,66,60,65,64,69,66,53,65,65,2
0,21,30,68,64,56,64,63,69,64,56,63,64,70,66,60,65,64,69,66,53,65,65,70,67,59,66,64,2
0,21,45,69,64,56,63,64,70,66,60,65,64,69,66,53,65,65,70,67,59,66,64,70,65,59,66,63,1
0,22,0,70,66,60,65,64,69,66,53,65,65,70,67,59,66,64,70,65,59,66,63,69,66,57,65,64,2
0,22,15,69,66,53,65,65,70,67,59,66,64,70,65,59,66,63,69,66,57,65,64,69,66,55,65,65,1
0,22,30,70,67,59,66,64,70,65,59,66,63,69,66,57,65,64,69,66,55,65,65,70,68,61,66,64,1
0,22,45,70,65,59,66,63,69,66,57,65,64,69,66,55,65,65,70,68,61,66,64,72,69,63,69,68,1
0,23,0,69,66,57,65,64,69,66,55,65,65,70,68,61,66,64,72,69,63,69,68,70,67,62,71,70,1
0,23,15,69,66,55,65,65,70,68,61,66,64,72,69,63,69,68,70,67,62,71,70,70,66,59,69,70,1
0,23,30,70,68,61,66,64,72,69,63,69,68,70,67,62,71,70,70,66,59,69,70,71,69,60,69,68,1
0,23,45,72,69,63,69,68,70,67,62,71,70,70,66,59,69,70,71,69,60,69,68,70,69,64,68,65,1
1,0,0,70,67,62,71,70,70,66,59,69,70,71,69,60,69,68,70,69,64,68,65,69,70,63,68,65,1
1,0,15,70,66,59,69,70,71,69,60,69,68,70,69,64,68,65,69,70,63,68,65,72,69,70,65,68,1
1,0,30,71,69,60,69,68,70,69,64,68,65,69,70,63,68,65,72,69,70,65,68,70,65,63,65,68,1
1,0,45,70,69,64,68,65,69,70,63,68,65,72,69,70,65,68,70,65,63,65,68,70,64,54,69,67,1
1,1,0,69,70,63,68,65,72,69,70,65,68,70,65,63,65,68,70,64,54,69,67,68,65,55,68,65,2
1,1,15,72,69,70,65,68,70,65,63,65,68,70,64,54,69,67,68,65,55,68,65,70,67,60,64,67,2
1,1,30,70,65,63,65,68,70,64,54,69,67,68,65,55,68,65,70,67,60,64,67,69,65,61,68,63,2
1,1,45,70,64,54,69,67,68,65,55,68,65,70,67,60,64,67,69,65,61,68,63,68,68,21,68,63,3
1,2,0,68,65,55,68,65,70,67,60,64,67,69,65,61,68,63,68,68,21,68,63,64,63,23,65,64,1
1,2,15,70,67,60,64,67,69,65,61,68,63,68,68,21,68,63,64,63,23,65,64,70,63,26,67,28,1
1,2,30,69,65,61,68,63,68,68,21,68,63,64,63,23,65,64,70,63,26,67,28,68,68,59,71,74,2
1,2,45,68,68,21,68,63,64,63,23,65,64,70,63,26,67,28,68,68,59,71,74,64,63,59,67,72,3
1,3,0,64,63,23,65,64,70,63,26,67,28,68,68,59,71,74,64,63,59,67,72,26,26,36,68,56,3
1,3,15,70,63,26,67,28,68,68,59,71,74,64,63,59,67,72,26,26,36,68,56,51,52,9,27,14,3
1,3,30,68,68,59,71,74,64,63,59,67,72,26,26,36,68,56,51,52,9,27,14,68,71,0,64,37,3
1,3,45,64,63,59,67,72,26,26,36,68,56,51,52,9,27,14,68,71,0,64,37,68,64,0,25,0,2
1,4,0,26,26,36,68,56,51,52,9,27,14,68,71,0,64,37,68,64,0,25,0,63,61,33,63,13,3
1,4,15,51,52,9,27,14,68,71,0,64,37,68,64,0,25,0,63,61,33,63,13,66,67,37,74,54,3
1,4,30,68,71,0,64,37,68,64,0,25,0,63,61,33,63,13,66,67,37,74,54,64,66,22,24,0,2
1,4,45,68,64,0,25,0,63,61,33,63,13,66,67,37,74,54,64,66,22,24,0,72,67,41,51,35,3
1,5,0,63,61,33,63,13,66,67,37,74,54,64,66,22,24,0,72,67,41,51,35,69,67,26,71,64,3
1,5,15,66,67,37,74,54,64,66,22,24,0,72,67,41,51,35,69,67,26,71,64,74,68,13,66,14,1
1,5,30,64,66,22,24,0,72,67,41,51,35,69,67,26,71,64,74,68,13,66,14,72,69,35,67,40,1
1,5,45,72,67,41,51,35,69,67,26,71,64,74,68,13,66,14,72,69,35,67,40,76,69,37,68,68,1
1,6,0,69,67,26,71,64,74,68,13,66,14,72,69,35,67,40,76,69,37,68,68,73,72,60,70,70,1
1,6,15,74,68,13,66,14,72,69,35,67,40,76,69,37,68,68,73,72,60,70,70,70,70,66,68,68,2
1,6,30,72,69,35,67,40,76,69,37,68,68,73,72,60,70,70,70,70,66,68,68,69,69,26,66,65,2
1,6,45,76,69,37,68,68,73,72,60,70,70,70,70,66,68,68,69,69,26,66,65,71,68,59,66,64,3
1,7,0,73,72,60,70,70,70,70,66,68,68,69,69,26,66,65,71,68,59,66,64,69,67,57,64,60,3
1,7,15,70,70,66,68,68,69,69,26,66,65,71,68,59,66,64,69,67,57,64,60,63,56,61,42,39,3
1,7,30,69,69,26,66,65,71,68,59,66,64,69,67,57,64,60,63,56,61,42,39,36,30,57,34,29,3
1,7,45,71,68,59,66,64,69,67,57,64,60,63,56,61,42,39,36,30,57,34,29,21,30,53,34,33,3
1,8,0,69,67,57,64,60,63,56,61,42,39,36,30,57,34,29,21,30,53,34,33,27,25,54,31,32,3
1,8,15,63,56,61,42,39,36,30,57,34,29,21,30,53,34,33,27,25,54,31,32,28,27,54,31,30,3
1,8,30,36,30,57,34,29,21,30,53,34,33,27,25,54,31,32,28,27,54,31,30,24,22,50,28,19,3
1,8,45,21,30,53,34,33,27,25,54,31,32,28,27,54,31,30,24,22,50,28,19,31,27,48,24,17,3
1,9,0,27,25,54,31,32,28,27,54,31,30,24,22,50,28,19,31,27,48,24,17,27,32,50,30,24,3
1,9,15,28,27,54,31,30,24,22,50,28,19,31,27,48,24,17,27,32,50,30,24,29,32,51,28,30,3
1,9,30,24,22,50,28,19,31,27,48,24,17,27,32,50,30,24,29,32,51,28,30,29,27,49,34,26,3
1,9,45,31,27,48,24,17,27,32,50,30,24,29,32,51,28,30,29,27,49,34,26,41,43,54,26,25,2
1,10,0,27,32,50,30,24,29,32,51,28,30,29,27,49,34,26,41,43,54,26,25,61,61,58,25,25,2
1,10,15,29,32,51,28,30,29,27,49,34,26,41,43,54,26,25,61,61,58,25,25,68,63,59,55,53,2
1,10,30,29,27,49,34,26,41,43,54,26,25,61,61,58,25,25,68,63,59,55,53,67,63,52,59,59,2
1,10,45,41,43,54,26,25,61,61,58,25,25,68,63,59,55,53,67,63,52,59,59,69,68,52,59,60,2
1,11,0,61,61,58,25,25,68,63,59,55,53,67,63,52,59,59,69,68,52,59,60,68,66,54,59,60,2
1,11,15,68,63,59,55,53,67,63,52,59,59,69,68,52,59,60,68,66,54,59,60,68,65,54,62,63,2
1,11,30,67,63,52,59,59,69,68,52,59,60,68,66,54,59,60,68,65,54,62,63,67,66,59,63,63,2
1,11,45,69,68,52,59,60,68,66,54,59,60,68,65,54,62,63,67,66,59,63,63,68,66,60,60,62,2
1,12,0,68,66,54,59,60,68,65,54,62,63,67,66,59,63,63,68,66,60,60,62,66,65,54,59,61,2
1,12,15,68,65,54,62,63,67,66,59,63,63,68,66,60,60,62,66,65,54,59,61,66,64,55,59,60,2
1,12,30,67,66,59,63,63,68,66,60,60,62,66,65,54,59,61,66,64,55,59,60,68,63,49,61,60,2
1,12,45,68,66,60,60,62,66,65,54,59,61,66,64,55,59,60,68,63,49,61,60,68,65,54,62,62,2
1,13,0,66,65,54,59,61,66,64,55,59,60,68,63,49,61,60,68,65,54,62,62,66,64,57,61,63,2
1,13,15,66,64,55,59,60,68,63,49,61,60,68,65,54,62,62,66,64,57,61,63,66,64,58,60,62,2
1,13,30,68,63,49,61,60,68,65,54,62,62,66,64,57,61,63,66,64,58,60,62,65,65,62,61,61,2
1,13,45,68,65,54,62,62,66,64,57,61,63,66,64,58,60,62,65,65,62,61,61,65,64,58,60,62,2
1,14,0,66,64,57,61,63,66,64,58,60,62,65,65,62,61,61,65,64,58,60,62,66,66,57,62,62,2
1,14,15,66,64,58,60,62,65,65,62,61,61,65,64,58,60,62,66,66,57,62,62,66,66,59,61,61,2
1,14,30,65,65,62,61,61,65,64,58,60,62,66,66,57,62,62,66,66,59,61,61,66,66,64,58,60,2
1,14,45,65,64,58,60,62,66,66,57,62,62,66,66,59,61,61,66,66,64,58,60,66,63,55,60,62,2
1,15,0,66,66,57,62,62,66,66,59,61,61,66,66,64,58,60,66,63,55,60,62,68,64,57,63,64,2
1,15,15,66,66,59,61,61,66,66,64,58,60,66,63,55,60,62,68,64,57,63,64,67,63,57,62,63,2
1,15,30,66,66,64,58,60,66,63,55,60,62,68,64,57,63,64,67,63,57,62,63,70,65,59,61,63,2
1,15,45,66,63,55,60,62,68,64,57,63,64,67,63,57,62,63,70,65,59,61,63,68,65,58,60,62,2
1,16,0,68,64,57,63,64,67,63,57,62,63,70,65,59,61,63,68,65,58,60,62,66,64,59,61,61,2
1,16,15,67,63,57,62,63,70,65,59,61,63,68,65,58,60,62,66,64,59,61,61,67,63,57,62,61,2
1,16,30,70,65,59,61,63,68,65,58,60,62,66,64,59,61,61,67,63,57,62,61,67,63,56,61,63,2
1,16,45,68,65,58,60,62,66,64,59,61,61,67,63,57,62,61,67,63,56,61,63,65,64,58,60,61,2
1,17,0,66,64,59,61,61,67,63,57,62,61,67,63,56,61,63,65,64,58,60,61,65,63,56,60,62,2
1,17,15,67,63,57,62,61,67,63,56,61,63,65,64,58,60,61,65,63,56,60,62,65,64,55,60,63,2
1,17,30,67,63,56,61,63,65,64,58,60,61,65,63,56,60,62,65,64,55,60,63,64,64,57,61,63,2
1,17,45,65,64,58,60,61,65,63,56,60,62,65,64,55,60,63,64,64,57,61,63,67,68,59,61,62,2
1,18,0,65,63,56,60,62,65,64,55,60,63,64,64,57,61,63,67,68,59,61,62,64,63,54,57,63,2
1,18,15,65,64,55,60,63,64,64,57,61,63,67,68,59,61,62,64,63,54,57,63,63,62,53,54,63,2
1,18,30,64,64,57,61,63,67,68,59,61,62,64,63,54,57,63,63,62,53,54,63,64,62,58,56,61,2
1,18,45,67,68,59,61,62,64,63,54,57,63,63,62,53,54,63,64,62,58,56,61,64,63,58,57,61,2
1,19,0,64,63,54,57,63,63,62,53,54,63,64,62,58,56,61,64,63,58,57,61,63,62,55,53,60,2
1,19,15,63,62,53,54,63,64,62,58,56,61,64,63,58,57,61,63,62,55,53,60,62,61,54,51,63,2
